"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,WT001,WT001_SE,WT002,WT002_SE,WT003,WT003_SE,WT004,WT004_SE,WT005,WT005_SE,WT006,WT006_SE,WT007,WT007_SE,WT008,WT008_SE,WT009,WT009_SE,WT010,WT010_SE,WT011,WT011_SE,WT012,WT012_SE,WT013,WT013_SE,WT014,WT014_SE,WT015,WT015_SE,WT016,WT016_SE,WT017,WT017_SE,WT018,WT018_SE,WT019,WT019_SE,WT020,WT020_SE,WT021,WT021_SE,WT022,WT022_SE,WT023,WT023_SE,WT024,WT024_SE,TG001,TG001_SE,TG002,TG002_SE,TG003,TG003_SE,TG004,TG004_SE,TG005,TG005_SE,TG006,TG006_SE,TG007,TG007_SE,TG008,TG008_SE,TG009,TG009_SE,TG010,TG010_SE,TG011,TG011_SE,TG012,TG012_SE,TG013,TG013_SE,TG014,TG014_SE,TG015,TG015_SE,TG016,TG016_SE,TG017,TG017_SE,TG018,TG018_SE,TG019,TG019_SE,TG020,TG020_SE,TG021,TG021_SE,TG022,TG022_SE,TG023,TG023_SE,TG024,TG024_SE
1,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000025948&dataset=UVA_HIV-1Tg_Str_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Str_rlog_0720,ENSRNOG00000025948,Inava,innate immunity activator,,N/A,13,47.666447,RGD1311892,289399,N/A,,-,,,47.666447,47.686729,,,,,,5.44371681412061,5.44097,,5.37467,,5.42982,,5.43557,,5.22979,,5.24556,,5.53809,,5.49173,,5.67833,,5.44163,,5.62532,,5.63424,,5.62649,,5.5248,,5.52146,,5.55552,,5.31805,,5.58754,,5.66883,,5.41158,,5.64186,,5.20832,,5.47533,,5.74841,,5.34257,,5.3113,,4.95962,,5.27694,,5.44076,,5.50463,,5.26701,,5.36867,,5.40668,,5.53362,,5.36927,,5.49324,,5.76862,,5.51644,,5.16766,,5.44017,,5.1331,,5.50763,,5.37021,,5.46,,5.39944,,5.44868,,5.56724,,5.39105,
2,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000042389&dataset=UVA_HIV-1Tg_Str_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Str_rlog_0720,ENSRNOG00000042389,Bcl10,"BCL10, immune signaling adaptor",,N/A,2,234.840956,Not available,83477,N/A,,+,,,234.840956,234.85052,,,,,,7.901976843674977,8.04158,,7.78086,,7.81496,,7.91649,,7.95699,,7.87123,,7.87464,,7.8757,,7.92896,,7.86831,,7.91224,,7.96606,,8.02198,,7.90958,,8.05009,,7.8703,,7.82884,,7.99277,,7.95457,,7.91432,,7.95296,,7.84459,,7.867,,7.88894,,7.88285,,7.91635,,7.76614,,7.83715,,7.86605,,7.90051,,7.88315,,7.87054,,7.89574,,7.97455,,7.87724,,7.97877,,7.90744,,7.94862,,7.8637,,7.87281,,7.79495,,7.80179,,7.80854,,7.99175,,7.88352,,7.92609,,7.95206,,7.9906,
3,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000025948&dataset=UVA_HIV-1Tg_Hip_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Hip_rlog_0720,ENSRNOG00000025948,Inava,innate immunity activator,,N/A,13,47.666447,RGD1311892,289399,N/A,,-,,,47.666447,47.686729,,,,,,5.304024289051692,5.20512,,5.24476,,5.32991,,5.18432,,5.34503,,5.22011,,5.32146,,5.23126,,5.34721,,5.36911,,5.32204,,5.32397,,5.1739,,5.45011,,5.41146,,5.38497,,5.35353,,5.22397,,5.25197,,5.3529,,5.31878,,5.4707,,5.18432,,5.30329,,5.3932,,5.22335,,5.2814,,5.42968,,5.29456,,5.23021,,5.17964,,5.51967,,5.18902,,5.56366,,5.34505,,5.28818,,5.40805,,5.41702,,5.14625,,5.09805,,5.22197,,5.2588,,5.27481,,5.4182,,5.10581,,5.20048,,5.36426,,5.41761,
4,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000042389&dataset=UVA_HIV-1Tg_Hip_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Hip_rlog_0720,ENSRNOG00000042389,Bcl10,"BCL10, immune signaling adaptor",,N/A,2,234.840956,Not available,83477,N/A,,+,,,234.840956,234.85052,,,,,,7.852334658304851,7.88145,,7.88583,,7.82711,,7.91404,,7.86051,,7.88183,,7.81428,,7.89683,,7.7261,,7.77502,,7.76846,,7.88084,,7.70123,,7.73523,,7.92729,,7.85354,,7.98015,,7.81239,,7.79208,,7.90977,,7.8119,,7.86127,,7.85258,,7.85549,,7.87778,,7.80395,,7.89527,,7.96947,,7.93255,,7.93358,,7.78139,,7.83513,,7.91952,,7.66874,,7.88412,,7.90501,,7.841,,7.94737,,7.87273,,7.80155,,7.82006,,7.99452,,7.87037,,7.83046,,7.69065,,7.94657,,7.84341,,7.84163,
5,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000025948&dataset=UVA_HIV-1Tg_PFC_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_PFC_rlog_0720,ENSRNOG00000025948,Inava,innate immunity activator,,N/A,13,47.666447,RGD1311892,289399,N/A,,-,,,47.666447,47.686729,,,,,,5.117597798506419,5.17276,,4.82945,,5.3019,,4.924,,5.16399,,5.16661,,5.30329,,5.02562,,5.14876,,5.08351,,4.88453,,5.27974,,4.98056,,5.17791,,5.14376,,5.01029,,5.29622,,5.17966,,5.02926,,5.13542,,5.14901,,5.18355,,5.13884,,5.19153,,5.21633,,4.95082,,5.05229,,5.14875,,5.32129,,4.94746,,4.86951,,5.29609,,5.19953,,5.47639,,5.21682,,5.07886,,5.03578,,5.11942,,5.06127,,4.86416,,5.31479,,5.20718,,5.25818,,5.01648,,5.16843,,5.10334,,5.00046,,4.82089,
6,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000042389&dataset=UVA_HIV-1Tg_PFC_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_PFC_rlog_0720,ENSRNOG00000042389,Bcl10,"BCL10, immune signaling adaptor",,N/A,2,234.840956,Not available,83477,N/A,,+,,,234.840956,234.85052,,,,,,7.777548303206761,7.85251,,7.76999,,7.85788,,7.87275,,7.69918,,7.75916,,7.80931,,7.6819,,7.79772,,7.77051,,7.81563,,7.7296,,7.85476,,7.63427,,7.85018,,7.90976,,7.74549,,7.73627,,7.77777,,7.92649,,7.86161,,7.81235,,7.78337,,7.81914,,7.75417,,7.77642,,7.82832,,7.76713,,7.68426,,7.66455,,7.70902,,7.75081,,7.77664,,8.144,,8.00413,,7.81341,,7.70845,,7.73737,,7.75065,,7.68251,,7.64519,,7.808,,7.69619,,7.7965,,7.7603,,7.65221,,7.57433,,7.71016,
7,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000046500&dataset=UVA_HIV-1Tg_Str_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Str_rlog_0720,ENSRNOG00000046500,Irgq,immunity-related GTPase Q,,N/A,1,80.123844,RGD1309409,292708,N/A,,+,,,80.123844,80.127681,,,,,,9.009319265683493,8.98831,,8.9558,,9.11376,,9.04436,,9.13206,,9.05718,,8.77933,,9.12097,,9.0265,,9.11178,,9.03879,,9.10514,,8.79568,,8.84668,,8.89842,,8.9892,,9.02951,,9.0134,,9.05675,,9.01022,,9.04879,,9.29711,,9.05899,,8.85296,,8.72532,,8.75024,,8.8103,,8.71369,,8.80739,,9.06926,,9.15868,,9.05026,,9.05878,,8.99864,,9.16815,,8.94534,,9.02301,,9.15668,,9.08886,,9.04279,,9.10679,,9.2528,,9.07111,,9.08123,,9.05616,,8.96759,,9.03879,,8.93375,
8,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000049811&dataset=UVA_HIV-1Tg_Str_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Str_rlog_0720,ENSRNOG00000049811,Tcim,transcriptional and immune response regulator,,N/A,16,67.5958,Not available,100910163,N/A,,,,,67.5958,67.59612,,,,,,-0.5146790981913606,-0.557109,,-0.557086,,-0.556176,,-0.556594,,-0.556571,,-0.556398,,-0.556913,,-0.555493,,-0.55548,,-0.555695,,-0.214917,,-0.556558,,-0.556026,,-0.339607,,-0.555976,,-0.411118,,-0.555973,,-0.556021,,-0.556563,,-0.556691,,-0.557045,,-0.556193,,-0.370826,,-0.414578,,-0.558078,,-0.556791,,-0.458164,,-0.557631,,-0.557624,,-0.559529,,-0.559402,,-0.556979,,-0.391086,,-0.346339,,-0.556145,,-0.556564,,-0.42904,,-0.461912,,-0.556439,,-0.556837,,-0.556855,,-0.458533,,-0.362103,,-0.557046,,-0.557773,,-0.55729,,-0.557928,,-0.556901,
9,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000046500&dataset=UVA_HIV-1Tg_Hip_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Hip_rlog_0720,ENSRNOG00000046500,Irgq,immunity-related GTPase Q,,N/A,1,80.123844,RGD1309409,292708,N/A,,+,,,80.123844,80.127681,,,,,,9.161380072434744,9.15829,,9.23482,,9.22173,,9.26398,,9.23024,,9.2051,,9.33538,,9.08502,,9.32572,,9.16261,,9.16702,,9.14131,,9.25458,,9.08613,,8.89512,,9.134,,9.18983,,9.2179,,9.11261,,8.9249,,9.23051,,9.08905,,9.15383,,9.22612,,9.23057,,9.27692,,9.09899,,8.3651,,8.91364,,9.11144,,9.24025,,9.20434,,9.26036,,9.18281,,9.13531,,9.27288,,9.20953,,9.34631,,9.17904,,9.23695,,9.11647,,9.09268,,9.14267,,9.24624,,9.26763,,9.129,,9.20036,,9.24095,
10,https://genenetwork.org/show_trait?trait_id=ENSRNOG00000049811&dataset=UVA_HIV-1Tg_Hip_rlog_0720,rat,HIV-1Tg,UVA_HIV-1Tg_Hip_rlog_0720,ENSRNOG00000049811,Tcim,transcriptional and immune response regulator,,N/A,16,67.5958,Not available,100910163,N/A,,,,,67.5958,67.59612,,,,,,-0.5005791755393147,-0.555229,,-0.555242,,-0.555151,,-0.392189,,-0.397838,,-0.554718,,-0.297181,,-0.556561,,-0.55707,,-0.419866,,-0.556317,,-0.359094,,-0.55589,,-0.557423,,-0.557535,,-0.342122,,-0.556137,,-0.556441,,-0.556519,,-0.55511,,-0.554809,,-0.294334,,-0.445979,,-0.55403,,-0.556409,,-0.556456,,-0.555979,,-0.55651,,-0.556031,,-0.556579,,-0.453577,,-0.556157,,-0.555951,,-0.449484,,-0.555652,,-0.443887,,-0.555523,,-0.555971,,-0.402393,,-0.555138,,-0.556014,,-0.556025,,-0.556458,,-0.555397,,-0.394333,,-0.554366,,-0.151576,,-0.439152,
