chr	rs	ps	n_miss	allele1	allele0	af	beta	se	l_remle	p_wald	0	 Rasrelated associated with diabetes 
1	rs31443144	3010274	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs6269442	3492195	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs32285189	3511204	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs258367496	3659804	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs32430919	3777023	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs36251697	3812265	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs30658298	4430623	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs31879829	4518714	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs36742481	4776319	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs6365999	4820983	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
1	rs13470446	4846561	0	X	Y	0.263	1.853659e+00	2.406271e+00	1.000000e-05	4.418690e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000111	-9	0	X	Y	0.267	2.205190e+00	2.396253e+00	1.000000e-05	3.583775e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000112	-9	0	X	Y	0.271	2.416770e+00	2.422100e+00	1.000000e-05	3.194029e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000008	-9	0	X	Y	0.268	2.589142e+00	2.401144e+00	1.000000e-05	2.820077e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000002	-9	0	X	Y	0.268	2.589142e+00	2.401144e+00	1.000000e-05	2.820077e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000009	-9	0	X	Y	0.268	2.589142e+00	2.401144e+00	1.000000e-05	2.820077e-01	0	 Rasrelated associated with diabetes 
1	rs6376963	5018010	0	X	Y	0.270	2.466678e+00	2.403442e+00	1.000000e-05	3.058004e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000120	-9	0	X	Y	0.270	2.466678e+00	2.403442e+00	1.000000e-05	3.058004e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000010	-9	0	X	Y	0.272	2.743942e+00	2.404111e+00	1.000000e-05	2.548843e-01	0	 Rasrelated associated with diabetes 
1	rs30847416	5025197	0	X	Y	0.272	2.743942e+00	2.404111e+00	1.000000e-05	2.548843e-01	0	 Rasrelated associated with diabetes 
1	rs31625087	5119671	0	X	Y	0.272	2.743942e+00	2.404111e+00	1.000000e-05	2.548843e-01	0	 Rasrelated associated with diabetes 
1	rs31716357	5155818	0	X	Y	0.272	2.743942e+00	2.404111e+00	1.000000e-05	2.548843e-01	0	 Rasrelated associated with diabetes 
1	rs3677817	5185979	0	X	Y	0.272	2.743942e+00	2.404111e+00	1.000000e-05	2.548843e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000121	-9	0	X	Y	0.271	2.872889e+00	2.396717e+00	1.000000e-05	2.318610e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000011	-9	0	X	Y	0.269	2.155441e+00	2.398084e+00	1.000000e-05	3.696696e-01	0	 Rasrelated associated with diabetes 
1	rs47937185	5316776	0	X	Y	0.269	2.155441e+00	2.398084e+00	1.000000e-05	3.696696e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000012	-9	0	X	Y	0.269	2.155441e+00	2.398084e+00	1.000000e-05	3.696696e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000148	-9	0	X	Y	0.269	2.155441e+00	2.398084e+00	1.000000e-05	3.696696e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000013	-9	0	X	Y	0.278	2.175185e+00	2.425366e+00	1.000000e-05	3.707178e-01	0	 Rasrelated associated with diabetes 
1	rs32140280	5641533	0	X	Y	0.278	2.175185e+00	2.425366e+00	1.000000e-05	3.707178e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000014	-9	0	X	Y	0.278	2.175185e+00	2.425366e+00	1.000000e-05	3.707178e-01	0	 Rasrelated associated with diabetes 
1	rs32096391	6097778	0	X	Y	0.280	2.099342e+00	2.432963e+00	1.000000e-05	3.890862e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000015	-9	0	X	Y	0.280	2.099342e+00	2.432963e+00	1.000000e-05	3.890862e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000176	-9	0	X	Y	0.280	2.099342e+00	2.432963e+00	1.000000e-05	3.890862e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000016	-9	0	X	Y	0.282	2.112454e+00	2.435838e+00	1.000000e-05	3.866957e-01	0	 Rasrelated associated with diabetes 
1	rs47493511	6357478	0	X	Y	0.282	2.112454e+00	2.435838e+00	1.000000e-05	3.866957e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000180	-9	0	X	Y	0.282	2.112454e+00	2.435838e+00	1.000000e-05	3.866957e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000017	-9	0	X	Y	0.284	1.940362e+00	2.439583e+00	1.000000e-05	4.272030e-01	0	 Rasrelated associated with diabetes 
1	rs31190522	6747440	0	X	Y	0.284	1.940362e+00	2.439583e+00	1.000000e-05	4.272030e-01	0	 Rasrelated associated with diabetes 
1	rs6298633	6830161	0	X	Y	0.284	1.940362e+00	2.439583e+00	1.000000e-05	4.272030e-01	0	 Rasrelated associated with diabetes 
1	rs31362910	9843988	0	X	Y	0.284	1.940362e+00	2.439583e+00	1.000000e-05	4.272030e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000184	-9	0	X	Y	0.284	1.927437e+00	2.439626e+00	1.000000e-05	4.302927e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000018	-9	0	X	Y	0.284	1.927437e+00	2.439626e+00	1.000000e-05	4.302927e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000255	-9	0	X	Y	0.284	1.927437e+00	2.439626e+00	1.000000e-05	4.302927e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000019	-9	0	X	Y	0.281	2.123561e+00	2.428358e+00	1.000000e-05	3.827474e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000261	-9	0	X	Y	0.281	2.123561e+00	2.428358e+00	1.000000e-05	3.827474e-01	0	 Rasrelated associated with diabetes 
1	rs31878990	10098253	0	X	Y	0.284	1.927437e+00	2.439626e+00	1.000000e-05	4.302927e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000262	-9	0	X	Y	0.283	1.954900e+00	2.431967e+00	1.000000e-05	4.223047e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000263	-9	0	X	Y	0.283	1.954900e+00	2.431967e+00	1.000000e-05	4.223047e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000020	-9	0	X	Y	0.281	2.123561e+00	2.428358e+00	1.000000e-05	3.827474e-01	0	 Rasrelated associated with diabetes 
1	rs32186775	10162992	0	X	Y	0.281	2.123561e+00	2.428358e+00	1.000000e-05	3.827474e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000265	-9	0	X	Y	0.278	2.057458e+00	2.425803e+00	1.000000e-05	3.972146e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000021	-9	0	X	Y	0.281	1.885792e+00	2.429193e+00	1.000000e-05	4.383502e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000271	-9	0	X	Y	0.281	1.885792e+00	2.429193e+00	1.000000e-05	4.383502e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000022	-9	0	X	Y	0.277	2.169854e+00	2.429988e+00	1.000000e-05	3.727983e-01	0	 Rasrelated associated with diabetes 
1	rs31868650	10809088	0	X	Y	0.278	2.213789e+00	2.437124e+00	1.000000e-05	3.646179e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000023	-9	0	X	Y	0.274	1.211236e+00	2.435081e+00	1.000000e-05	6.193644e-01	0	 Rasrelated associated with diabetes 
1	rs6360236	11083825	0	X	Y	0.274	1.211236e+00	2.435081e+00	1.000000e-05	6.193644e-01	0	 Rasrelated associated with diabetes 
1	rs32740138	11416077	0	X	Y	0.275	1.167264e+00	2.430415e+00	1.000000e-05	6.314797e-01	0	 Rasrelated associated with diabetes 
-9	rs249962268_01Mit1	-9	0	X	Y	0.275	1.167264e+00	2.430415e+00	1.000000e-05	6.314797e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000280	-9	0	X	Y	0.275	1.167264e+00	2.430415e+00	1.000000e-05	6.314797e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000024	-9	0	X	Y	0.270	1.471434e+00	2.430262e+00	1.000000e-05	5.454555e-01	0	 Rasrelated associated with diabetes 
1	rs30991578	11793253	0	X	Y	0.271	1.300376e+00	2.425745e+00	1.000000e-05	5.924151e-01	0	 Rasrelated associated with diabetes 
1	rs32347261	12740981	0	X	Y	0.271	1.300376e+00	2.425745e+00	1.000000e-05	5.924151e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000292	-9	0	X	Y	0.271	1.300376e+00	2.425745e+00	1.000000e-05	5.924151e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000025	-9	0	X	Y	0.259	1.643204e+00	2.446665e+00	1.000000e-05	5.024919e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000306	-9	0	X	Y	0.259	1.643204e+00	2.446665e+00	1.000000e-05	5.024919e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000026	-9	0	X	Y	0.262	1.798434e+00	2.447222e+00	1.000000e-05	4.631404e-01	0	 Rasrelated associated with diabetes 
1	rs36585555	12938444	0	X	Y	0.262	1.798434e+00	2.447222e+00	1.000000e-05	4.631404e-01	0	 Rasrelated associated with diabetes 
1	rs30477285	12994801	0	X	Y	0.263	1.821446e+00	2.441698e+00	1.000000e-05	4.564280e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000308	-9	0	X	Y	0.263	1.821446e+00	2.441698e+00	1.000000e-05	4.564280e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000027	-9	0	X	Y	0.266	2.394225e+00	2.435639e+00	1.000000e-05	3.266201e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000309	-9	0	X	Y	0.264	2.383379e+00	2.434270e+00	1.000000e-05	3.285404e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000028	-9	0	X	Y	0.264	2.383379e+00	2.434270e+00	1.000000e-05	3.285404e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000317	-9	0	X	Y	0.264	2.383379e+00	2.434270e+00	1.000000e-05	3.285404e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000318	-9	0	X	Y	0.267	1.979327e+00	2.432035e+00	1.000000e-05	4.165511e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000029	-9	0	X	Y	0.267	1.979327e+00	2.432035e+00	1.000000e-05	4.165511e-01	0	 Rasrelated associated with diabetes 
1	rs32223513	13055719	0	X	Y	0.267	1.979327e+00	2.432035e+00	1.000000e-05	4.165511e-01	0	 Rasrelated associated with diabetes 
1	rs45688852	13073341	0	X	Y	0.267	1.979327e+00	2.432035e+00	1.000000e-05	4.165511e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000030	-9	0	X	Y	0.267	1.979327e+00	2.432035e+00	1.000000e-05	4.165511e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000327	-9	0	X	Y	0.267	1.979327e+00	2.432035e+00	1.000000e-05	4.165511e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000328	-9	0	X	Y	0.266	1.939482e+00	2.437360e+00	1.000000e-05	4.269917e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000031	-9	0	X	Y	0.266	1.939482e+00	2.437360e+00	1.000000e-05	4.269917e-01	0	 Rasrelated associated with diabetes 
1	rs48988706	13842623	0	X	Y	0.266	1.939482e+00	2.437360e+00	1.000000e-05	4.269917e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000329	-9	0	X	Y	0.265	2.095131e+00	2.430117e+00	1.000000e-05	3.894826e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000032	-9	0	X	Y	0.263	2.268930e+00	2.428150e+00	1.000000e-05	3.510425e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000330	-9	0	X	Y	0.263	2.268930e+00	2.428150e+00	1.000000e-05	3.510425e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000033	-9	0	X	Y	0.261	2.587607e+00	2.425692e+00	1.000000e-05	2.871794e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000034	-9	0	X	Y	0.261	2.587607e+00	2.425692e+00	1.000000e-05	2.871794e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000339	-9	0	X	Y	0.250	2.260429e+00	2.424586e+00	1.000000e-05	3.521409e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000340	-9	0	X	Y	0.250	2.260429e+00	2.424586e+00	1.000000e-05	3.521409e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000035	-9	0	X	Y	0.252	2.411866e+00	2.424065e+00	1.000000e-05	3.207755e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000343	-9	0	X	Y	0.261	2.587607e+00	2.425692e+00	1.000000e-05	2.871794e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000036	-9	0	X	Y	0.261	2.587607e+00	2.425692e+00	1.000000e-05	2.871794e-01	0	 Rasrelated associated with diabetes 
-9	rsm10000000344	-9	0	X	Y	0.261	2.587607e+00	2.425692e+00	1.000000e-05	2.871794e-01	0	 Rasrelated associated with diabetes 
